Element,Line,Type,Energy
V,Ka2,Emission Line,4.9452
V,Ka1,Emission Line,4.9529
Ti,Kb5,Emission Line,4.964
Ho,La2,Escape Peak (Si),4.979
Gd,Lb4,Escape Peak (Si),4.988
Gd,Lb1,Escape Peak (Si),5.0081
Pr,La2,Emission Line,5.0157
Ho,La1,Escape Peak (Si),5.02
Pr,La1,Emission Line,5.0352
La,Lb1,Emission Line,5.038
La,Lb4,Emission Line,5.057
Tc,Lb1,Sum Peak (2x),5.0708
Co,Ka3,Escape Peak (Si),5.0839
Cl,Ka3,Sum Peak (2x),5.104
Ru,La2,Sum Peak (2x),5.1076
Ru,La1,Sum Peak (2x),5.116
Gd,Lb3,Escape Peak (Si),5.132
La,Lb3,Emission Line,5.138
Tc,Lb4,Sum Peak (2x),5.1908
Nd,La2,Emission Line,5.2047
Er,La2,Escape Peak (Si),5.205
Co,Ka2,Escape Peak (Si),5.2158
Nd,La1,Emission Line,5.2276
Co,Ka1,Escape Peak (Si),5.2309
Cl,Ka2,Sum Peak (2x),5.24
Tb,Lb4,Escape Peak (Si),5.24
Cl,Ka1,Sum Peak (2x),5.244
Er,La1,Escape Peak (Si),5.249
Tc,Lb3,Sum Peak (2x),5.2506
Ce,Lb1,Emission Line,5.2616
Ce,Lb4,Emission Line,5.274
Tb,Lb1,Escape Peak (Si),5.2751
Cr,Ka3,Emission Line,5.293
Fe,Kb1,Escape Peak (Si),5.3593
Fe,Kb3,Escape Peak (Si),5.3593
Ce,Lb3,Emission Line,5.361
Ru,Lb1,Sum Peak (2x),5.3656
Rh,La2,Sum Peak (2x),5.3842
Rh,La1,Sum Peak (2x),5.3936
Tb,Lb3,Escape Peak (Si),5.397
Cr,Ka2,Emission Line,5.4052
Pm,La2,Emission Line,5.407
Fe,Kb5,Escape Peak (Si),5.41
Cr,Ka1,Emission Line,5.4149
V,Kb3,Emission Line,5.4278
V,Kb1,Emission Line,5.4278
Pm,La1,Emission Line,5.432
Tm,La2,Escape Peak (Si),5.433
V,Kb5,Emission Line,5.463
Tm,La1,Escape Peak (Si),5.48
Ru,Lb4,Sum Peak (2x),5.4814
Pr,Lb1,Emission Line,5.4917
Pr,Lb4,Emission Line,5.498
Dy,Lb4,Escape Peak (Si),5.504
Ru,Lb3,Sum Peak (2x),5.525
Dy,Lb1,Escape Peak (Si),5.548
Pr,Lb3,Emission Line,5.593
Sm,La2,Emission Line,5.6051
Cl,Kb3,Sum Peak (2x),5.624
Cl,Kb1,Sum Peak (2x),5.624
Ni,Ka3,Escape Peak (Si),5.6244
Sm,La1,Emission Line,5.6326
Pd,La2,Sum Peak (2x),5.665
Yb,La2,Escape Peak (Si),5.668
Rh,Lb1,Sum Peak (2x),5.6682
Dy,Lb3,Escape Peak (Si),5.67
Pd,La1,Sum Peak (2x),5.6756
Yb,La1,Escape Peak (Si),5.716
Nd,Lb1,Emission Line,5.7187
Nd,Lb4,Emission Line,5.723
Ar,Ka3,Sum Peak (2x),5.7592
Ni,Ka2,Escape Peak (Si),5.763
Mn,Ka3,Emission Line,5.7699
Ho,Lb4,Escape Peak (Si),5.771
Ni,Ka1,Escape Peak (Si),5.7803
Rh,Lb4,Sum Peak (2x),5.7814
Eu,La2,Emission Line,5.8184
Ho,Lb1,Escape Peak (Si),5.826
Nd,Lb3,Emission Line,5.829
Rh,Lb3,Sum Peak (2x),5.831
Eu,La1,Emission Line,5.8495
Mn,Ka2,Emission Line,5.8891
Mn,Ka1,Emission Line,5.9003
Lu,La2,Escape Peak (Si),5.905
Ar,Ka2,Sum Peak (2x),5.9106
Ar,Ka1,Sum Peak (2x),5.915
Cr,Kb3,Emission Line,5.9468
Cr,Kb1,Emission Line,5.9468
Co,Kb1,Escape Peak (Si),5.9491
Co,Kb3,Escape Peak (Si),5.9501
Ho,Lb3,Escape Peak (Si),5.953
Ag,La2,Sum Peak (2x),5.954
Lu,La1,Escape Peak (Si),5.955
Pm,Lb4,Emission Line,5.9566
Pm,Lb1,Emission Line,5.961
Ag,La1,Sum Peak (2x),5.9654
Pd,Lb1,Sum Peak (2x),5.979
Cr,Kb5,Emission Line,5.987
Co,Kb5,Escape Peak (Si),6.006
Gd,La2,Emission Line,6.0211
Er,Lb4,Escape Peak (Si),6.045
Gd,La1,Emission Line,6.0534
Pm,Lb3,Emission Line,6.071
Pd,Lb4,Sum Peak (2x),6.0882
Er,Lb1,Escape Peak (Si),6.111
Pd,Lb3,Sum Peak (2x),6.1434
Hf,La2,Escape Peak (Si),6.145
Cu,Ka3,Escape Peak (Si),6.1823
Sm,Lb4,Emission Line,6.196
Hf,La1,Escape Peak (Si),6.199
Sm,Lb1,Emission Line,6.2011
Tb,La2,Emission Line,6.2371
Er,Lb3,Escape Peak (Si),6.239
Cd,La2,Sum Peak (2x),6.2522
Cd,La1,Sum Peak (2x),6.2656
Fe,Ka3,Emission Line,6.2674
Tb,La1,Emission Line,6.2729
Ag,Lb1,Sum Peak (2x),6.3
Sm,Lb3,Emission Line,6.3172
Tm,Lb4,Escape Peak (Si),6.326
Cu,Ka2,Escape Peak (Si),6.3267
Cu,Ka1,Escape Peak (Si),6.3463
Ar,Kb3,Sum Peak (2x),6.38
Ar,Kb1,Sum Peak (2x),6.3804
Ta,La2,Escape Peak (Si),6.388
Fe,Ka2,Emission Line,6.3921
Tm,Lb1,Escape Peak (Si),6.402
Ag,Lb4,Sum Peak (2x),6.4044
Fe,Ka1,Emission Line,6.4052
Eu,Lb4,Emission Line,6.438
Ta,La1,Escape Peak (Si),6.446
Dy,La2,Emission Line,6.457
Eu,Lb1,Emission Line,6.4584
K,Ka3,Sum Peak (2x),6.4596
Ag,Lb3,Sum Peak (2x),6.466
Mn,Kb1,Emission Line,6.4918
Mn,Kb3,Emission Line,6.4918
Dy,La1,Emission Line,6.498
Tm,Lb3,Escape Peak (Si),6.531
Mn,Kb5,Emission Line,6.537
In,La2,Sum Peak (2x),6.5572
Ni,Kb3,Escape Peak (Si),6.565
Ni,Kb1,Escape Peak (Si),6.5668
Eu,Lb3,Emission Line,6.571
In,La1,Sum Peak (2x),6.5722
Yb,Lb4,Escape Peak (Si),6.613
K,Ka2,Sum Peak (2x),6.6222
K,Ka1,Sum Peak (2x),6.6276
Ni,Kb5,Escape Peak (Si),6.629
Cd,Lb1,Sum Peak (2x),6.6302
W,La2,Escape Peak (Si),6.635
Ho,La2,Emission Line,6.679
Gd,Lb4,Emission Line,6.688
W,La1,Escape Peak (Si),6.698
Yb,Lb1,Escape Peak (Si),6.702
Gd,Lb1,Emission Line,6.7081
Ho,La1,Emission Line,6.72
Cd,Lb4,Sum Peak (2x),6.7308
Zn,Ka3,Escape Peak (Si),6.7628
Co,Ka3,Emission Line,6.7839
Cd,Lb3,Sum Peak (2x),6.7992
Gd,Lb3,Emission Line,6.832
Yb,Lb3,Escape Peak (Si),6.836
Sn,La2,Sum Peak (2x),6.8716
Re,La2,Escape Peak (Si),6.886
Sn,La1,Sum Peak (2x),6.8882
Er,La2,Emission Line,6.905
Lu,Lb4,Escape Peak (Si),6.906
Zn,Ka2,Escape Peak (Si),6.9141
Co,Ka2,Emission Line,6.9158
Co,Ka1,Emission Line,6.9309
Zn,Ka1,Escape Peak (Si),6.9372
Tb,Lb4,Emission Line,6.94
Er,La1,Emission Line,6.949
Re,La1,Escape Peak (Si),6.952
In,Lb1,Sum Peak (2x),6.9732
Tb,Lb1,Emission Line,6.9751
Lu,Lb1,Escape Peak (Si),7.01
Fe,Kb1,Emission Line,7.0593
Fe,Kb3,Emission Line,7.0593
In,Lb4,Sum Peak (2x),7.0696
Tb,Lb3,Emission Line,7.097
Fe,Kb5,Emission Line,7.11
Tm,La2,Emission Line,7.133
Os,La2,Escape Peak (Si),7.14
In,Lb3,Sum Peak (2x),7.1454
Lu,Lb3,Escape Peak (Si),7.146
Tm,La1,Emission Line,7.18
K,Kb1,Sum Peak (2x),7.1802
K,Kb3,Sum Peak (2x),7.1802
Sb,La2,Sum Peak (2x),7.189
Ca,Ka3,Sum Peak (2x),7.2002
Cu,Kb3,Escape Peak (Si),7.2017
Cu,Kb1,Escape Peak (Si),7.2039
Dy,Lb4,Emission Line,7.204
Hf,Lb4,Escape Peak (Si),7.206
Sb,La1,Sum Peak (2x),7.2076
Os,La1,Escape Peak (Si),7.211
Dy,Lb1,Emission Line,7.248
Cu,Kb5,Escape Peak (Si),7.274
Hf,Lb1,Escape Peak (Si),7.323
Ni,Ka3,Emission Line,7.3244
Sn,Lb1,Sum Peak (2x),7.3256
Yb,La2,Emission Line,7.368
Ga,Ka3,Escape Peak (Si),7.368
Dy,Lb3,Emission Line,7.37
Ca,Ka2,Sum Peak (2x),7.3776
Ca,Ka1,Sum Peak (2x),7.3846
Ir,La2,Escape Peak (Si),7.399
Yb,La1,Emission Line,7.416
Sn,Lb4,Sum Peak (2x),7.417
Ni,Ka2,Emission Line,7.463
Hf,Lb3,Escape Peak (Si),7.464
Ho,Lb4,Emission Line,7.471
Ir,La1,Escape Peak (Si),7.475
Ni,Ka1,Emission Line,7.4803
Sn,Lb3,Sum Peak (2x),7.5008
Ta,Lb4,Escape Peak (Si),7.513
Te,La2,Sum Peak (2x),7.5152
Ga,Ka2,Escape Peak (Si),7.5238
Ho,Lb1,Emission Line,7.526
Te,La1,Sum Peak (2x),7.536
Ga,Ka1,Escape Peak (Si),7.5506
Lu,La2,Emission Line,7.605
Ta,Lb1,Escape Peak (Si),7.643
Co,Kb1,Emission Line,7.6491
Co,Kb3,Emission Line,7.6501
Ho,Lb3,Emission Line,7.653
Lu,La1,Emission Line,7.655
Pt,La2,Escape Peak (Si),7.662
Sb,Lb1,Sum Peak (2x),7.685
Co,Kb5,Emission Line,7.706
Pt,La1,Escape Peak (Si),7.742
Er,Lb4,Emission Line,7.745
Sb,Lb4,Sum Peak (2x),7.7706
Ta,Lb3,Escape Peak (Si),7.788
Er,Lb1,Emission Line,7.811
W,Lb4,Escape Peak (Si),7.825
Hf,La2,Emission Line,7.845
I,La2,Sum Peak (2x),7.8524
Sb,Lb3,Sum Peak (2x),7.8632
Zn,Kb3,Escape Peak (Si),7.8676
Zn,Kb1,Escape Peak (Si),7.8704
I,La1,Sum Peak (2x),7.8754
Cu,Ka3,Emission Line,7.8823
Hf,La1,Emission Line,7.899
Au,La2,Escape Peak (Si),7.928
Er,Lb3,Emission Line,7.939
Zn,Kb5,Escape Peak (Si),7.9488
W,Lb1,Escape Peak (Si),7.972
Sc,Ka3,Sum Peak (2x),7.988
Ge,Ka3,Escape Peak (Si),7.9884
Au,La1,Escape Peak (Si),8.013
Tm,Lb4,Emission Line,8.026
Ca,Kb3,Sum Peak (2x),8.0262
Ca,Kb1,Sum Peak (2x),8.0262
Cu,Ka2,Emission Line,8.0267
Cu,Ka1,Emission Line,8.0463
Te,Lb1,Sum Peak (2x),8.0572
Ta,La2,Emission Line,8.088
Tm,Lb1,Emission Line,8.102
W,Lb3,Escape Peak (Si),8.119
Te,Lb4,Sum Peak (2x),8.1364
Re,Lb4,Escape Peak (Si),8.145
Ta,La1,Emission Line,8.146
Ge,Ka2,Escape Peak (Si),8.1549
Sc,Ka2,Sum Peak (2x),8.1768
Ge,Ka1,Escape Peak (Si),8.186
Sc,Ka1,Sum Peak (2x),8.1866
Xe,La2,Sum Peak (2x),8.194
Hg,La2,Escape Peak (Si),8.199
Xe,La1,Sum Peak (2x),8.2192
Tm,Lb3,Emission Line,8.231
Te,Lb3,Sum Peak (2x),8.2364
Ni,Kb3,Emission Line,8.265
Ni,Kb1,Emission Line,8.2668
Hg,La1,Escape Peak (Si),8.289
Re,Lb1,Escape Peak (Si),8.31
Yb,Lb4,Emission Line,8.313
Ni,Kb5,Emission Line,8.329
W,La2,Emission Line,8.335
W,La1,Emission Line,8.398
Yb,Lb1,Emission Line,8.402
I,Lb1,Sum Peak (2x),8.4424
Re,Lb3,Escape Peak (Si),8.46
Zn,Ka3,Emission Line,8.4628
Tl,La2,Escape Peak (Si),8.473
Os,Lb4,Escape Peak (Si),8.476
I,Lb4,Sum Peak (2x),8.514
Yb,Lb3,Emission Line,8.536
Cs,La2,Sum Peak (2x),8.543
Ga,Kb3,Escape Peak (Si),8.5635
Ga,Kb1,Escape Peak (Si),8.567
Tl,La1,Escape Peak (Si),8.569
Cs,La1,Sum Peak (2x),8.5708
Re,La2,Emission Line,8.586
Lu,Lb4,Emission Line,8.606
Zn,Ka2,Emission Line,8.6141
I,Lb3,Sum Peak (2x),8.626
Zn,Ka1,Emission Line,8.6372
As,Ka3,Escape Peak (Si),8.64
Ga,Kb5,Escape Peak (Si),8.6483
Re,La1,Emission Line,8.652
Os,Lb1,Escape Peak (Si),8.654
Lu,Lb1,Emission Line,8.71
Pb,La2,Escape Peak (Si),8.749
As,Ka2,Escape Peak (Si),8.8079
Ir,Lb4,Escape Peak (Si),8.81
Ti,Ka3,Sum Peak (2x),8.8102
Os,Lb3,Escape Peak (Si),8.811
Xe,Lb1,Sum Peak (2x),8.836
Os,La2,Emission Line,8.84
As,Ka1,Escape Peak (Si),8.8434
Lu,Lb3,Emission Line,8.846
Pb,La1,Escape Peak (Si),8.851
Cu,Kb3,Emission Line,8.9017
Xe,Lb4,Sum Peak (2x),8.9018
Ba,La2,Sum Peak (2x),8.9026
Cu,Kb1,Emission Line,8.9039
Hf,Lb4,Emission Line,8.906
Os,La1,Emission Line,8.911
Sc,Kb1,Sum Peak (2x),8.9274
Sc,Kb3,Sum Peak (2x),8.9274
Ba,La1,Sum Peak (2x),8.933
Cu,Kb5,Emission Line,8.974
Ir,Lb1,Escape Peak (Si),9.008
Ti,Ka2,Sum Peak (2x),9.0116
Hf,Lb1,Emission Line,9.023
Ti,Ka1,Sum Peak (2x),9.0244
Xe,Lb3,Sum Peak (2x),9.0248
Bi,La2,Escape Peak (Si),9.031
Ga,Ka3,Emission Line,9.068
Ir,La2,Emission Line,9.099
Bi,La1,Escape Peak (Si),9.139
Pt,Lb4,Escape Peak (Si),9.153
Hf,Lb3,Emission Line,9.164
Ir,Lb3,Escape Peak (Si),9.168
Ir,La1,Emission Line,9.175
Ta,Lb4,Emission Line,9.213
Ga,Ka2,Emission Line,9.2238
Cs,Lb1,Sum Peak (2x),9.237
Ga,Ka1,Emission Line,9.2506
La,La2,Sum Peak (2x),9.26
Ge,Kb3,Escape Peak (Si),9.2781
Ge,Kb1,Escape Peak (Si),9.2822
Cs,Lb4,Sum Peak (2x),9.286
La,La1,Sum Peak (2x),9.294
Se,Ka3,Escape Peak (Si),9.306
Po,La2,Escape Peak (Si),9.316
Ta,Lb1,Emission Line,9.343
Pt,La2,Emission Line,9.362
Pt,Lb1,Escape Peak (Si),9.371
Ge,Kb5,Escape Peak (Si),9.3732
Cs,Lb3,Sum Peak (2x),9.422
Po,La1,Escape Peak (Si),9.431
Pt,La1,Emission Line,9.442
Se,Ka2,Escape Peak (Si),9.4837
Ta,Lb3,Emission Line,9.488
Au,Lb4,Escape Peak (Si),9.505
Se,Ka1,Escape Peak (Si),9.5241
W,Lb4,Emission Line,9.525
Pt,Lb3,Escape Peak (Si),9.535
Zn,Kb3,Emission Line,9.5676
Zn,Kb1,Emission Line,9.5704
At,La2,Escape Peak (Si),9.605
Au,La2,Emission Line,9.628
Ce,La2,Sum Peak (2x),9.6412
Zn,Kb5,Emission Line,9.6488
Ba,Lb1,Sum Peak (2x),9.6566
W,Lb1,Emission Line,9.672
V,Ka3,Sum Peak (2x),9.6766
Ce,La1,Sum Peak (2x),9.6784
Ge,Ka3,Emission Line,9.6884
Ba,Lb4,Sum Peak (2x),9.704
Au,La1,Emission Line,9.713
At,La1,Escape Peak (Si),9.727
Au,Lb1,Escape Peak (Si),9.743
W,Lb3,Emission Line,9.819
Re,Lb4,Emission Line,9.845
Ba,Lb3,Sum Peak (2x),9.852
Ge,Ka2,Emission Line,9.8549
Hg,Lb4,Escape Peak (Si),9.86
Ti,Kb1,Sum Peak (2x),9.8668
Ti,Kb3,Sum Peak (2x),9.8668
Ge,Ka1,Emission Line,9.886
V,Ka2,Sum Peak (2x),9.8904
Rn,La2,Escape Peak (Si),9.897
Hg,La2,Emission Line,9.899
V,Ka1,Sum Peak (2x),9.9058
Au,Lb3,Escape Peak (Si),9.91
Ti,Kb5,Sum Peak (2x),9.928
Hg,La1,Emission Line,9.989
Br,Ka3,Escape Peak (Si),9.992
Re,Lb1,Emission Line,10.01
As,Kb3,Escape Peak (Si),10.0208
As,Kb1,Escape Peak (Si),10.0258
Rn,La1,Escape Peak (Si),10.027
Pr,La2,Sum Peak (2x),10.0314
Pr,La1,Sum Peak (2x),10.0704
La,Lb1,Sum Peak (2x),10.076
La,Lb4,Sum Peak (2x),10.114
Hg,Lb1,Escape Peak (Si),10.124
As,Kb5,Escape Peak (Si),10.1253
Re,Lb3,Emission Line,10.16
As,Kb2,Escape Peak (Si),10.164
Tl,La2,Emission Line,10.173
Os,Lb4,Emission Line,10.176
Br,Ka2,Escape Peak (Si),10.178
Fr,La2,Escape Peak (Si),10.195
Au,Lb5,Escape Peak (Si),10.214
Br,Ka1,Escape Peak (Si),10.224
Tl,Lb4,Escape Peak (Si),10.231
Ga,Kb3,Emission Line,10.2635
Ga,Kb1,Emission Line,10.267
Tl,La1,Emission Line,10.269
La,Lb3,Sum Peak (2x),10.276
Hg,Lb3,Escape Peak (Si),10.292
Fr,La1,Escape Peak (Si),10.331
As,Ka3,Emission Line,10.34
Ga,Kb5,Emission Line,10.3483
Os,Lb1,Emission Line,10.354
Nd,La2,Sum Peak (2x),10.4094
Pb,La2,Emission Line,10.449
Nd,La1,Sum Peak (2x),10.4552
Ra,La2,Escape Peak (Si),10.496
As,Ka2,Emission Line,10.5079
Ir,Lb4,Emission Line,10.51
Os,Lb3,Emission Line,10.511
Tl,Lb1,Escape Peak (Si),10.513
Ce,Lb1,Sum Peak (2x),10.5232
As,Ka1,Emission Line,10.5434
Ce,Lb4,Sum Peak (2x),10.548
Pb,La1,Emission Line,10.551
Hg,Lb5,Escape Peak (Si),10.5744
Cr,Ka3,Sum Peak (2x),10.586
Pb,Lb4,Escape Peak (Si),10.607
Ra,La1,Escape Peak (Si),10.639
Tl,Lb3,Escape Peak (Si),10.69
Kr,Ka3,Escape Peak (Si),10.705
Ir,Lb1,Emission Line,10.708
Ce,Lb3,Sum Peak (2x),10.722
Bi,La2,Emission Line,10.731
Se,Kb3,Escape Peak (Si),10.7915
Se,Kb1,Escape Peak (Si),10.7973
Ac,La2,Escape Peak (Si),10.801
Cr,Ka2,Sum Peak (2x),10.8104
Pm,La2,Sum Peak (2x),10.814
Cr,Ka1,Sum Peak (2x),10.8298
Bi,La1,Emission Line,10.839
Pt,Lb4,Emission Line,10.853
V,Kb3,Sum Peak (2x),10.8556
V,Kb1,Sum Peak (2x),10.8556
Pm,La1,Sum Peak (2x),10.864
Ir,Lb3,Emission Line,10.868
Kr,Ka2,Escape Peak (Si),10.8951
Se,Kb5,Escape Peak (Si),10.9025
Pb,Lb1,Escape Peak (Si),10.914
V,Kb5,Sum Peak (2x),10.926
Tl,Lb5,Escape Peak (Si),10.9433
Kr,Ka1,Escape Peak (Si),10.9476
Ac,La1,Escape Peak (Si),10.952
Se,Kb2,Escape Peak (Si),10.955
Ge,Kb3,Emission Line,10.9781
Ge,Kb1,Emission Line,10.9822
Pr,Lb1,Sum Peak (2x),10.9834
Bi,Lb4,Escape Peak (Si),10.992
Pr,Lb4,Sum Peak (2x),10.996
Se,Ka3,Emission Line,11.006
Po,La2,Emission Line,11.016
Pt,Lb1,Emission Line,11.071
Ge,Kb5,Emission Line,11.0732
Pb,Lb3,Escape Peak (Si),11.095
Th,La2,Escape Peak (Si),11.109
Po,La1,Emission Line,11.131
Se,Ka2,Emission Line,11.1837
Pr,Lb3,Sum Peak (2x),11.186
Au,Lb4,Emission Line,11.205
Sm,La2,Sum Peak (2x),11.2102
Se,Ka1,Emission Line,11.2241
Pt,Lb3,Emission Line,11.235
Sm,La1,Sum Peak (2x),11.2652
Th,La1,Escape Peak (Si),11.268
At,La2,Emission Line,11.305
Pb,Lb5,Escape Peak (Si),11.3143
Bi,Lb1,Escape Peak (Si),11.323
Po,Lb4,Escape Peak (Si),11.385
Pa,La2,Escape Peak (Si),11.422
At,La1,Emission Line,11.427
Rb,Ka3,Escape Peak (Si),11.435
Nd,Lb1,Sum Peak (2x),11.4374
Au,Lb1,Emission Line,11.443
Nd,Lb4,Sum Peak (2x),11.446
Bi,Lb3,Escape Peak (Si),11.511
Mn,Ka3,Sum Peak (2x),11.5398
Hg,Lb4,Emission Line,11.56
Br,Kb3,Escape Peak (Si),11.585
Pa,La1,Escape Peak (Si),11.591
Br,Kb1,Escape Peak (Si),11.592
Rn,La2,Emission Line,11.597
Au,Lb3,Emission Line,11.61
Rb,Ka2,Escape Peak (Si),11.636
Eu,La2,Sum Peak (2x),11.6368
Nd,Lb3,Sum Peak (2x),11.658
Br,Ka3,Emission Line,11.692
Bi,Lb5,Escape Peak (Si),11.6921
Rb,Ka1,Escape Peak (Si),11.696
Eu,La1,Sum Peak (2x),11.699
Br,Kb5,Escape Peak (Si),11.704
As,Kb3,Emission Line,11.7208
As,Kb1,Emission Line,11.7258
Rn,La1,Emission Line,11.727
U,La2,Escape Peak (Si),11.738
Po,Lb1,Escape Peak (Si),11.746
Br,Kb2,Escape Peak (Si),11.771
Mn,Ka2,Sum Peak (2x),11.7782
At,Lb4,Escape Peak (Si),11.785
Mn,Ka1,Sum Peak (2x),11.8006
Hg,Lb1,Emission Line,11.824
As,Kb5,Emission Line,11.8253
As,Kb2,Emission Line,11.864
Br,Ka2,Emission Line,11.878
Cr,Kb1,Sum Peak (2x),11.8936
Cr,Kb3,Sum Peak (2x),11.8936
Fr,La2,Emission Line,11.895
Pm,Lb4,Sum Peak (2x),11.9132
Au,Lb5,Emission Line,11.914
U,La1,Escape Peak (Si),11.914
Pm,Lb1,Sum Peak (2x),11.922
Br,Ka1,Emission Line,11.924
Tl,Lb4,Emission Line,11.931
Po,Lb3,Escape Peak (Si),11.937
Cr,Kb5,Sum Peak (2x),11.974
Hg,Lb3,Emission Line,11.992
Fr,La1,Emission Line,12.031
Gd,La2,Sum Peak (2x),12.0422
Np,La2,Escape Peak (Si),12.061
Po,Lb5,Escape Peak (Si),12.083
Gd,La1,Sum Peak (2x),12.1068
Pm,Lb3,Sum Peak (2x),12.142
At,Lb1,Escape Peak (Si),12.176
Sr,Ka3,Escape Peak (Si),12.189
Rn,Lb4,Escape Peak (Si),12.19
Ra,La2,Emission Line,12.196
Tl,Lb1,Emission Line,12.213
Np,La1,Escape Peak (Si),12.246
Hg,Lb5,Emission Line,12.2744
Pb,Lb4,Emission Line,12.307
Ra,La1,Emission Line,12.339
At,Lb3,Escape Peak (Si),12.367
Pu,La2,Escape Peak (Si),12.387
Tl,Lb3,Emission Line,12.39
Sm,Lb4,Sum Peak (2x),12.392
Sr,Ka2,Escape Peak (Si),12.398
Sm,Lb1,Sum Peak (2x),12.4022
Kr,Kb3,Escape Peak (Si),12.4038
Kr,Ka3,Emission Line,12.405
Kr,Kb1,Escape Peak (Si),12.4116
Sr,Ka1,Escape Peak (Si),12.465
At,Lb5,Escape Peak (Si),12.474
Tb,La2,Sum Peak (2x),12.4742
Se,Kb3,Emission Line,12.4915
Se,Kb1,Emission Line,12.4973
Ac,La2,Emission Line,12.501
Kr,Kb5,Escape Peak (Si),12.531
Fe,Ka3,Sum Peak (2x),12.5348
Tb,La1,Sum Peak (2x),12.5458
Pu,La1,Escape Peak (Si),12.582
Kr,Ka2,Emission Line,12.5951
Se,Kb5,Emission Line,12.6025
Kr,Kb2,Escape Peak (Si),12.6119
Fr,Lb4,Escape Peak (Si),12.612
Pb,Lb1,Emission Line,12.614
Rn,Lb1,Escape Peak (Si),12.615
Sm,Lb3,Sum Peak (2x),12.6344
Tl,Lb5,Emission Line,12.6433
Kr,Ka1,Emission Line,12.6476
Ac,La1,Emission Line,12.652
Se,Kb2,Emission Line,12.655
Bi,Lb4,Emission Line,12.692
Am,La2,Escape Peak (Si),12.714
Fe,Ka2,Sum Peak (2x),12.7842
Pb,Lb3,Emission Line,12.795
Th,La2,Emission Line,12.809
Fe,Ka1,Sum Peak (2x),12.8104
Rn,Lb3,Escape Peak (Si),12.811
Rn,Lb5,Escape Peak (Si),12.871
Eu,Lb4,Sum Peak (2x),12.876
Dy,La2,Sum Peak (2x),12.914
Eu,Lb1,Sum Peak (2x),12.9168
Am,La1,Escape Peak (Si),12.92
Y,Ka3,Escape Peak (Si),12.965
Th,La1,Emission Line,12.968
Mn,Kb3,Sum Peak (2x),12.9836
Mn,Kb1,Sum Peak (2x),12.9836
Dy,La1,Sum Peak (2x),12.996
Pb,Lb5,Emission Line,13.0143
Bi,Lb1,Emission Line,13.023
Cm,La2,Escape Peak (Si),13.046
Ra,Lb4,Escape Peak (Si),13.047
Fr,Lb1,Escape Peak (Si),13.071
Mn,Kb5,Sum Peak (2x),13.074
Po,Lb4,Emission Line,13.085
Pa,La2,Emission Line,13.122
Rb,Ka3,Emission Line,13.135
Eu,Lb3,Sum Peak (2x),13.142
Y,Ka2,Escape Peak (Si),13.182
Bi,Lb3,Emission Line,13.211
Rb,Kb3,Escape Peak (Si),13.2513
Y,Ka1,Escape Peak (Si),13.258
Rb,Kb1,Escape Peak (Si),13.2609
Cm,La1,Escape Peak (Si),13.261
Fr,Lb5,Escape Peak (Si),13.273
Fr,Lb3,Escape Peak (Si),13.276
Br,Kb3,Emission Line,13.285
Pa,La1,Emission Line,13.291
Br,Kb1,Emission Line,13.292
Rb,Ka2,Emission Line,13.336
Ho,La2,Sum Peak (2x),13.358
Gd,Lb4,Sum Peak (2x),13.376
Bk,La2,Escape Peak (Si),13.382
Rb,Kb5,Escape Peak (Si),13.387
Bi,Lb5,Emission Line,13.3921
Rb,Ka1,Emission Line,13.396
Br,Kb5,Emission Line,13.404
Gd,Lb1,Sum Peak (2x),13.4162
U,La2,Emission Line,13.438
Ho,La1,Sum Peak (2x),13.44
Po,Lb1,Emission Line,13.446
Br,Kb2,Emission Line,13.471
Rb,Kb2,Escape Peak (Si),13.4837
Ac,Lb4,Escape Peak (Si),13.484
At,Lb4,Emission Line,13.485
Ra,Lb1,Escape Peak (Si),13.536
Co,Ka3,Sum Peak (2x),13.5678
Bk,La1,Escape Peak (Si),13.608
U,La1,Emission Line,13.614
Po,Lb3,Emission Line,13.637
Gd,Lb3,Sum Peak (2x),13.664
Ra,Lb5,Escape Peak (Si),13.676
Cf,La2,Escape Peak (Si),13.723
Ra,Lb3,Escape Peak (Si),13.745
Np,La2,Emission Line,13.761
Zr,Ka3,Escape Peak (Si),13.766
Po,Lb5,Emission Line,13.783
Er,La2,Sum Peak (2x),13.81
Co,Ka2,Sum Peak (2x),13.8316
Co,Ka1,Sum Peak (2x),13.8618
At,Lb1,Emission Line,13.876
Tb,Lb4,Sum Peak (2x),13.88
Sr,Ka3,Emission Line,13.889
Rn,Lb4,Emission Line,13.89
Er,La1,Sum Peak (2x),13.898
Th,Lb4,Escape Peak (Si),13.942
Np,La1,Emission Line,13.946
Tb,Lb1,Sum Peak (2x),13.9502
Cf,La1,Escape Peak (Si),13.96
Zr,Ka2,Escape Peak (Si),13.991
Ac,Lb1,Escape Peak (Si),14.013
At,Lb3,Emission Line,14.067
Zr,Ka1,Escape Peak (Si),14.075
Pu,La2,Emission Line,14.087
Ac,Lb5,Escape Peak (Si),14.091
Sr,Ka2,Emission Line,14.098
Kr,Kb3,Emission Line,14.1038
Kr,Kb1,Emission Line,14.1116
Fe,Kb3,Sum Peak (2x),14.1186
Fe,Kb1,Sum Peak (2x),14.1186
Sr,Kb3,Escape Peak (Si),14.1247
Sr,Kb1,Escape Peak (Si),14.135
